发布时间,正文
2014-03-28 00:39:00,很赞同你的看法。我觉得你就发表你自己的观点就很好了，毕竟真理只是掌握在少数人的手里，大家都没看明白的时候，还能继续上，当大量的人都看好的时候，往往就差不多了，看看最近这三泰热的程度就知道短期该休息了。
2014-03-28 00:47:00,@Oo小左@郑钱花花@Alex_ai@milesyu
2014-03-30 22:40:00,"我只能说你对中国的教育背景不了解，我不排除 $达内科技(TEDU)$  被几个所谓的大v看好推荐后，会走出一波短线行情，毕竟他是从传统的教育搬到在线教育为主，所以触网必炒，可能是难免的。但是你真正了解这个行业吗？ 1.你知道到底是什么样的人会去读达內吗    大部分都是高中和本科，还有少量一些社会人员 2.你知道一个人选择这种职业培训学校除了达內以外还有什么其他选择吗？    选择多了去，首先是假设他选择了IT相关的，他就可以选择很多品牌，比如北大青鸟之类的，如果他没有选择IT，还有很多比如厨师，美容美发，机师等等 3.你知道一个人他为什么选择达內吗    基本是被咨询师忽悠的，为什么被忽悠？因为主要是被就业前进所诱惑，因为IT行业就业的时候起点相对其他行业而言是当对高一些，大家都希望能获得更高的工资。 我见过更夸张的是，很多学生都是被骗来的，有个学生想学IT编程，我问他为什么想学编程，他说他想写股票软件，我说那你怎么来这里，他说咨询师说可以学完了就能写股票相关的东西了，还有一些智商有问题的，或者根本不知道IT是啥玩意的人都被忽悠过来，反正你交钱就行。我管你学不学的好。 4.你觉得达內有护城河吗    培训行业没有什么护城河，讲来讲去都是那些玩意，我们这以前最大的一个IT培训行业，08年最大的时候在一个省的规模都达到5w学生了，现在都破产了。 5.你知道达內的学生就业后，真正从事IT行业或相关行业的占比是多少吗？   实际上30%都不到，而且每天在这个比例内还在不断减少，因为很多人做不下去又转行了,编程还是一个很大压力的行业，而且需要很强的逻辑思维能力，很多人都没搞清楚，就被忽悠过来了，所以很难做下去。 6. 你知道现在教育正在不断改革吗？   现在国家鼓励民办学校，大量的扩招，很多培训机构都是联合学校一起开办，有文凭，3-4年读下来，上课的内容就是所谓的北大青鸟或者达內类似的课程，可以拿到本科或者专科文凭，还包就业，你觉得你达內有啥优势呢？ 最后回到文章开头，短期内，他可能因为在线教育等概念会炒一波，你玩玩短线可能会有收获，但是以后，还是你自己判断吧。 @@Oo小左@郑钱花花@Alex_ai@milesyu"
2014-03-30 23:37:00,呵呵，你要真看好也行，我也不想用什么数据说话。我只是把我见到的看到的感受到的说出来，至于职业教育，我之前也是非常看好的，国外是如此，后来慢慢觉得并没有想象的那么大，这个行业只能说目前是比较稳定，要有什么突破性的发展，基本不可能。毕竟达內已经在全国已经具有很大的规模了，高速发展期已经过去。 但是在线教育的方式确实是可以省下不少成本。这个比传统的教室教育要好很多，但是视频教育和现场的教室教育还是存在很多体验上的差异的，另外你看看每年高考的人数，以及it行业发展的速度和规模，保持住现在的发展就已经很好了。
2014-03-30 23:41:00,另外这个行业的很多数据很假，信不得。至于是不是这样的，你可以慢慢去调研。
2014-04-03 21:33:00,$三泰电子(SZ002312)$  这几天的走势非常的不好，今天澄清公告出来，这几天大盘环境也还行，他却不涨，加上这放量下跌。短期内不会有什么行情了。 虽然他这种营业模式以后的空间可能非常大，但是二级市场确实是有人不看好。不然不会这样不计成本的出货的。他最近这种走势，跟前段时间的$百圆裤业(SZ002640)$ 没什么两样了，都是机构不计成本的出货。2640，到现在也没人知道到底为什么大跌。 所以我们要相信市场，相信市场的走势。资金又不是傻子，都是以利益为驱动力的。如果这个玩意真好，大家都看的出来，这些资金难道看不出来吗？ 就拿$上海钢联(SZ300226)$ 来看，去年出现了2波大行情，但是第二波行情之前的盘整都基本是缩量的，而且前面是放量上涨，因为资金看好，所以缩量惜售，后面又有增量资金看好，就出了第二波大行情。看了这么多股票，基本没看见放量大跌的股票短期有行情的，如果有这样的例子，可以发上来看看。 还是之前的看法，这个股至少要2-3个月时间的盘整，等缩量了。再看公司扩张的情况，再考虑。 个人觉得现在筹码已经大幅分散了，而且高位一大堆套牢盘，没有会去帮这些人解套的。最后的结果就是阴跌，多杀多，慢慢的让这些人熬不住时间，在低位割肉，然后主力再趁机把上面买入低位割肉的人的筹码都拿过来。 $三泰电子(SZ002312)$ 这几天的走势非常的不好，今天澄清公告出来，这几天大盘环境也还行，他却不涨，加上这放量下跌。短期内不会有什么行情了。 虽然他这种营业模式以后的空间可能非常大，但是二级市场确实是有人不看好。不然不会这样不计成本的出货的。他最近这种走势，跟前段时间的$百圆裤...
2014-04-03 21:44:00,呵呵 很多人是低位买入的，讲基本面还可以讲讲。 问题是很多散户是高位追入的，也谈基本面吗？
2014-04-03 22:15:00,我在这个行业做了好多年，可以证实这个视频的真实性。基本是连哄带骗。 呵呵，有人还说我忽悠。 $达内科技(TEDU)$
2014-04-04 19:45:00,@郑钱花花@Oo小左@Alex_ai@milesyu
2014-04-05 00:33:00,$达内科技(TEDU)$ 破发了吧，前几天回复某些大v说这股就是大忽悠，还不信，非要我拿出证据来。呵呵
2014-04-05 22:44:00,"$三泰电子(SZ002312)$ 再来对他唠叨一下， 实际上2312的股价个人觉得关键是看他是真正的白马股，还是概念炒作股， 如果是概念炒作股，目前这样的大幅砸盘，短期内已经失去了炒作的预期，毕竟筹码分散了，而且市场都这么热了，很难有大行情，除非出现更强势的公司对这个行业的价值重新估值。 如果是白马股，那么就对比几个白马股看看， 首先就是$大华股份(SZ002236)$ ,大华股份，目前市值是343e。净利润是11.3e,比三泰多了不止10倍，如果按照三泰的预期，今年营业额是4e，营业利润是1e，加上之前的主营，也只有2236的5分之一不到，按照343e的5分之一，也就是70e了。如果明年再翻3倍（今年1w个柜子，明年2015年是3w个，那么营业额是12e，收益按4e算，加上主营就算是5e，也只有2236的0.45，那就是154e，现在三泰的市值是95e，也就是50%的涨幅，那么就是26*1.5 = 39. 在看看 $歌尔声学(SZ002241)$ ,市值是433e，净利润是13e。 现在动不动就有人说2312的市值要到500e，或者更高，麻烦你们拿点根据出来他短期能有10e以上的净利润吗，按照公司之前说的4e的营业额利润是1e，这个还是估算的利润总额，净利能有多少还不得而知。 不过肯定会有人反驳，说2241和2236增速在下降，所以市场给的预期降低了，导致资金砸盘，但是也要反过来想，增速再怎么降低，业绩摆在那里。而且还在增长。以后能否继续高增长完全看公司是否能发展出更多其他的利润增长点。 如果你说他不是白马股，仅仅是概念炒作，那估值肯定不能对比了。那资金想炒到多少完全看资金的意愿。不过现在从市场大幅砸盘和资金出逃看，资金已经不想玩了。 没人愿意高位接盘建仓的，除非行业里面出现估值颠覆，有更大的公司被市场认可或者被炒高。 所以对他今年年底的价格，个人估计在27-32之间。之后的价格，得看市场的发展情况。现在不好说。 @马马623@Oo小左@郑钱花花@Alex_ai@milesyu $三泰电子(SZ002312)$ 再来对他唠叨一下， 实际上2312的股价个人觉得关键是看他是真正的白马股，还是概念炒作股， 如果是概念炒作股，目前这样的大幅砸盘，短期内已经失去了炒作的预期，毕竟筹码分散了，而且市场都这么热了，很难有大行情，除非出现更强势的公司对这个行业的价值重新估值。<..."
2014-04-08 11:28:00,最近操作总结 @柯中 最近的操作一般，3月份最后一周有点忘形，导致回撤了较多的利润，不过上周又把损失弥补了回来，截至到本周，今年满仓收益是54.8%，离本月的收益目标只差5.2%了，个人觉得大盘短期内即将企稳，下周可能还有一次回调，不过回调也是上车的机会。 （今年的目标是每个月15%的收益，到12月...
2014-04-06 23:49:00,另外 $恒生电子(SH600570)$ 被马云溢价收购后，对 $金证股份(SH600446)$ 和 $中科金财(SZ002657)$ 等相关概念的个股是否带来重新估值呢？ @Oo小左@郑钱花花@Alex_ai@milesyu
2014-04-08 01:24:00,$内蒙君正(SH601216)$ 按照季报的40-80%的增速来看，就按平均值60%算。很可能比这个高。 2012年一季度大概是7000w，2013年是8500w，大概的增速是20%多点。今年一季度传统增速按照23%算，那么从23%以上的应该都是余额宝贡献的。 那初步估算一下就是 8500* (60-23) / 100 = 3145w 余额宝季度末规模应该是4500w左右，从天弘基金所盈利的管理费是0.3%，支付宝要拿该比例的30%左右，那天弘盈利的范围大概是0.3%*30% = 0.21% 那么就是4500*0.21% = 9.45 然后除以4 = 2.36e， 最后 内蒙占15%左右，就是 2.36e* 0.15 = 3543w左右 和最开始算的3145w基本吻合，那就是意味着今年天弘基金可以给1216 带来基本1.5e-2e的投资收益。 每股厚增0.17，现在的股价可以说完全是低估了。 而且我之前强调了，余额宝的规模跟他的收益是毫无相关的，只要规模在，管理费就是按规模收取，而7天收益率是相对于买了余额宝的那些人的收益率，跟天弘基金和内蒙没有任何关系。 所以只要规模越来越大，这个给内蒙带来的收益也会越来越大，小道消息称，现在余额宝的规模已经快接近5500e了。 我只能说当余额宝的规模上万亿的时候，内蒙每年光靠余额宝的收益率都能达到3e多。 而余额宝上万亿只是时间问题。 @Oo小左@郑钱花花@Alex_ai@milesyu $内蒙君正(SH601216)$ 按照季报的40-80%的增速来看，就按平均值60%算。很可能比这个高。 2012年一季度大概是7000w，2013年是8500w，大概的增速是20%多点。今年一季度传统增速按照23%算，那么从23%以上的应该都是余额宝贡献的。 那初步估算一下就是 8500* (60-23) / 100 = 3145w 余额...
2014-04-08 16:25:00,"再来说说最近的大盘，今天大盘早上该跌不跌，我就确定今天会上涨了。 而且最近大盘非常的稳健，并未出现完全的28现象，基本是小部分个股和大周期行业一起轮动一起涨的现象，这个是非常好的。 最近的煤炭，房地产，金融，钢铁，有色，建材等均出现了一波小行情。另外一部分超跌的个股也开始提前反弹。很多人担心行情转向2，而8会跌，但是从上周到今天的盘面看并未出现。所以继续看多。 而且看看房地产很多个股已经涨幅达到50%，煤炭也有20%多了有色，建材等都差不多这个幅度，有些银行股也快到了。 另外今天大盘收盘价站上了20周均线，预示着大盘从去年12月30那一周，到现在已经摆脱了下跌趋势，中期进入强势区域。如果本周站上20周均线，那4月基本是没悬念了。 个人觉得前面3月没做好的同学，抓紧4月现在进场布局。不要在犹豫中错过了行情。 思路还是之前提到的那些个股。 重点关注的就是这些行业里面缩量下跌的个股，这几天慢慢放量走好的。 比如$内蒙君正(SH601216)$ , $中通客车(SZ000957)$ ,这2个只是抛砖引玉，大家各自挖掘自己喜欢的。 像$三泰电子(SZ002312)$ 这种放量下跌，被市场大资金所遗弃的股，别碰为好。如果被套，我建议认赔出局。如果你在其他个股都涨了30%，2312还没动的情况下，你真能熬得住，我只能说你太执着。 再垃圾的股，只要能让你赚钱，就是好股，再好的股，让你亏钱了，就是垃圾股！ @Oo小左@郑钱花花@Alex_ai 再来说说最近的大盘，今天大盘早上该跌不跌，我就确定今天会上涨了。 而且最近大盘非常的稳健，并未出现完全的28现象，基本是小部分个股和大周期行业一起轮动一起涨的现象，这个是非常好的。 最近的煤炭，房地产，金融，钢铁，有色，建材等均出现了一波小行情。另外一部分超跌的个股也开始..."
2014-04-08 16:42:00,$三泰电子(SZ002312)$ 说了些三泰的实话，被某个人拉黑，你们能更掩耳盗铃一些吗？
2014-04-08 17:48:00,$金证股份(SH600446)$ 现在600570被马云溢价收购，那么600446就成了香饽饽，谁参与增发这就很重要了。相当于间接成了446的股东。
2014-04-10 23:16:00,再啰嗦几句大盘 关于大盘，这几天的大幅上涨，提示几句。 首先大盘已经到压力位了且正好又回补了2138的缺口。所以大盘短期看空。见下图 缺口回补，且又在趋势线上轨，离5日线又太远。 另外看周线又刚好受到压制。明天一跌，周线就到趋势线里面去了（我们收盘来验证） 再看月线。 大盘一直受到...
2014-04-11 22:51:00,"4月第2周小结 本周盈利4%多点，操作一般，现在今年到现在满仓盈利58.2%（之前利润算的有点小误差）离本月目标还差1.8% 操作一般的原因是好几个股卖早了，比如$科士达(SZ002518)$ ，$海格通信(SZ002465)$$捷顺科技(SZ002609)$ , 也有卖到好处的， 比如 内蒙君正在13.24全部出局。 $大华股份(SZ00..."
